Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Offense_Total,Defense_Total,Off_Def_Ratio,Speed_Index,Bulk,Phys_Special,KMeans_label,Hierarchical_label,DBSCAN_label,Archetype
Zekrom,100,150,120,120,100,90,270,220,1.2396694214876034,0.8910891089108911,22000,30,5,1,0,Tanques
Landorus,89,125,90,115,80,101,240,170,1.3736263736263736,1.1222222222222222,15130,10,5,0,0,Tanques
Landorus,89,145,90,105,80,91,250,170,1.5934065934065933,1.011111111111111,15130,40,2,0,0,Velocistas Ofensivos (1)
Kyurem,125,130,90,130,90,95,260,180,1.4285714285714286,0.753968253968254,22500,0,5,0,0,Tanques
Kyurem,125,120,90,170,100,95,290,190,1.3186813186813187,0.753968253968254,23750,-50,5,0,0,Tanques
Kyurem,125,170,100,120,90,95,290,190,1.683168316831683,0.753968253968254,23750,50,5,0,0,Tanques
Keldeo,91,72,90,129,90,108,201,180,0.7912087912087912,1.173913043478261,16380,-57,0,0,0,Equilibrados / All-Around (1)
Meloetta,100,77,77,128,128,90,205,205,0.9871794871794872,0.8910891089108911,20500,-51,0,0,0,Equilibrados / All-Around (1)
Meloetta,100,128,90,77,77,128,205,167,1.4065934065934067,1.2673267326732673,16700,51,2,1,0,Velocistas Ofensivos (1)
Genesect,71,120,95,120,95,99,240,190,1.25,1.375,13490,0,5,0,0,Tanques
Venusaur,80,100,123,122,120,80,222,243,0.8064516129032258,0.9876543209876543,19440,-22,5,0,0,Tanques
Charizard,78,130,111,130,85,100,260,196,1.1607142857142858,1.2658227848101267,15288,0,5,0,0,Tanques
Charizard,78,104,78,159,115,100,263,193,1.3164556962025316,1.2658227848101267,15054,-55,5,0,0,Tanques
Blastoise,79,103,120,135,115,78,238,235,0.8512396694214877,0.975,18565,-32,5,0,0,Tanques
Beedrill,65,150,40,15,80,145,165,120,3.658536585365854,2.196969696969697,7800,135,2,5,-1,Velocistas Ofensivos (1)
Pidgeot,83,80,80,135,80,121,215,160,0.9876543209876543,1.4404761904761905,13280,-55,0,0,0,Equilibrados / All-Around (1)
Alakazam,55,50,65,175,105,150,225,170,0.7575757575757576,2.6785714285714284,9350,-125,0,0,0,Equilibrados / All-Around (1)
Slowbro,95,75,180,130,80,30,205,260,0.4143646408839779,0.3125,24700,-55,4,0,-1,Equilibrados / All-Around (3)
Gengar,60,65,80,170,95,130,235,175,0.8024691358024691,2.1311475409836067,10500,-105,0,0,0,Equilibrados / All-Around (1)
Kangaskhan,105,125,100,60,100,100,185,200,1.2376237623762376,0.9433962264150944,21000,65,4,1,0,Equilibrados / All-Around (3)
Pinsir,65,155,120,65,90,105,220,210,1.28099173553719,1.5909090909090908,13650,90,2,1,0,Velocistas Ofensivos (1)
Gyarados,95,155,109,70,130,81,225,239,1.4090909090909092,0.84375,22705,85,5,1,0,Tanques
Aerodactyl,80,135,85,70,95,150,205,180,1.569767441860465,1.8518518518518519,14400,65,2,1,0,Velocistas Ofensivos (1)
Mewtwo,106,190,100,154,100,130,344,200,1.881188118811881,1.2149532710280373,21200,36,5,0,0,Tanques
Mewtwo,106,150,70,194,120,140,344,190,2.112676056338028,1.308411214953271,20140,-44,5,0,0,Tanques
Ampharos,90,95,105,165,110,45,260,215,0.8962264150943396,0.4945054945054945,19350,-70,5,0,0,Tanques
Steelix,75,125,230,55,95,30,180,325,0.5411255411255411,0.39473684210526316,24375,70,4,1,0,Equilibrados / All-Around (3)
Scizor,70,150,140,65,100,75,215,240,1.0638297872340425,1.056338028169014,16800,85,4,1,0,Equilibrados / All-Around (3)
Heracross,80,185,115,40,105,75,225,220,1.5948275862068966,0.9259259259259259,17600,145,2,1,0,Velocistas Ofensivos (1)
Houndoom,75,90,90,140,90,115,230,180,0.989010989010989,1.513157894736842,13500,-50,0,0,0,Equilibrados / All-Around (1)
Tyranitar,100,164,150,95,120,71,259,270,1.086092715231788,0.7029702970297029,27000,69,5,1,0,Tanques
Sceptile,70,110,75,145,85,145,255,160,1.4473684210526316,2.0422535211267605,11200,-35,0,0,0,Equilibrados / All-Around (1)
Blaziken,80,160,80,130,80,100,290,160,1.9753086419753085,1.2345679012345678,12800,30,5,0,0,Tanques
Swampert,100,150,110,95,110,70,245,220,1.3513513513513513,0.693069306930693,22000,55,5,1,0,Tanques
Gardevoir,68,85,65,165,135,100,250,200,1.2878787878787878,1.4492753623188406,13600,-80,0,0,0,Equilibrados / All-Around (1)
Sableye,50,85,125,85,115,20,170,240,0.6746031746031746,0.39215686274509803,12000,0,4,1,0,Equilibrados / All-Around (3)
Mawile,50,105,125,55,95,50,160,220,0.8333333333333334,0.9803921568627451,11000,50,4,1,0,Equilibrados / All-Around (3)
Aggron,70,140,230,60,80,50,200,310,0.6060606060606061,0.704225352112676,21700,80,4,1,0,Equilibrados / All-Around (3)
Medicham,60,100,85,80,85,100,180,170,1.1627906976744187,1.639344262295082,10200,20,2,1,0,Velocistas Ofensivos (1)
Manectric,70,75,80,135,80,135,210,160,0.9259259259259259,1.9014084507042253,11200,-60,0,0,0,Equilibrados / All-Around (1)
Sharpedo,70,140,70,110,65,105,250,135,1.971830985915493,1.4788732394366197,9450,30,2,5,0,Velocistas Ofensivos (1)
Camerupt,70,120,100,145,105,20,265,205,1.188118811881188,0.28169014084507044,14350,-25,5,0,0,Tanques
Altaria,75,110,110,110,105,80,220,215,0.990990990990991,1.0526315789473684,16125,0,5,0,0,Tanques
Banette,64,165,75,93,83,75,258,158,2.1710526315789473,1.1538461538461537,10112,72,2,1,0,Velocistas Ofensivos (1)
Absol,65,150,60,115,60,115,265,120,2.459016393442623,1.7424242424242424,7800,35,2,5,0,Velocistas Ofensivos (1)
Glalie,80,120,80,120,80,100,240,160,1.4814814814814814,1.2345679012345678,12800,0,2,0,0,Velocistas Ofensivos (1)
Salamence,95,145,130,120,90,120,265,220,1.1068702290076335,1.25,20900,25,5,1,0,Tanques
Metagross,80,145,150,105,110,110,250,260,0.9602649006622517,1.3580246913580247,20800,40,5,1,0,Tanques
Latias,80,100,120,140,150,110,240,270,0.8264462809917356,1.3580246913580247,21600,-40,5,0,0,Tanques
Latios,80,130,100,160,120,110,290,220,1.2871287128712872,1.3580246913580247,17600,-30,5,0,0,Tanques
Kyogre,100,150,90,180,160,90,330,250,1.6483516483516483,0.8910891089108911,25000,-30,5,0,-1,Tanques
Groudon,100,180,160,150,90,90,330,250,1.1180124223602483,0.8910891089108911,25000,30,5,1,0,Tanques
Rayquaza,105,180,100,180,100,115,360,200,1.7821782178217822,1.0849056603773586,21000,0,5,0,0,Tanques
Lopunny,65,136,94,54,96,135,190,190,1.431578947368421,2.0454545454545454,12350,82,2,1,0,Velocistas Ofensivos (1)
Garchomp,108,170,115,120,95,92,290,210,1.4655172413793103,0.8440366972477065,22680,50,5,0,0,Tanques
Lucario,70,145,88,140,70,112,285,158,1.6292134831460674,1.5774647887323943,11060,5,5,0,0,Tanques
Abomasnow,90,132,105,132,105,30,264,210,1.2452830188679245,0.32967032967032966,18900,0,5,0,0,Tanques
Gallade,68,165,95,65,115,110,230,210,1.71875,1.5942028985507246,14280,100,2,1,0,Velocistas Ofensivos (1)
Audino,103,60,126,80,126,50,140,252,0.47244094488188976,0.4807692307692308,25956,-20,4,0,0,Equilibrados / All-Around (3)
Chespin,56,61,65,48,45,38,109,110,0.9242424242424242,0.6666666666666666,6160,13,1,2,0,Equilibrados / All-Around (2)
Quilladin,61,78,95,56,58,57,134,153,0.8125,0.9193548387096774,9333,22,4,1,0,Equilibrados / All-Around (3)
Chesnaught,88,107,122,74,75,64,181,197,0.8699186991869918,0.7191011235955056,17336,33,4,1,0,Equilibrados / All-Around (3)
Fennekin,40,45,40,62,60,60,107,100,1.0975609756097562,1.4634146341463414,4000,-17,1,2,0,Equilibrados / All-Around (2)
Braixen,59,59,58,90,70,73,149,128,1.0,1.2166666666666666,7552,-31,0,3,0,Equilibrados / All-Around (1)
Delphox,75,69,72,114,100,104,183,172,0.9452054794520548,1.368421052631579,12900,-45,0,0,0,Equilibrados / All-Around (1)
Froakie,41,56,40,62,44,71,118,84,1.3658536585365855,1.6904761904761905,3444,-6,1,2,0,Equilibrados / All-Around (2)
Frogadier,54,63,52,83,56,97,146,108,1.1886792452830188,1.7636363636363637,5832,-20,1,3,0,Equilibrados / All-Around (2)
Greninja,72,95,67,103,71,122,198,138,1.3970588235294117,1.6712328767123288,9936,-8,2,3,0,Velocistas Ofensivos (1)
Bunnelby,38,36,38,32,36,57,68,74,0.9230769230769231,1.4615384615384615,2812,4,1,2,0,Equilibrados / All-Around (2)
Diggersby,85,56,77,50,77,78,106,154,0.717948717948718,0.9069767441860465,13090,6,4,3,0,Equilibrados / All-Around (3)
Fletchling,45,50,43,40,38,62,90,81,1.1363636363636365,1.3478260869565217,3645,10,1,2,0,Equilibrados / All-Around (2)
Fletchinder,62,73,55,56,52,84,129,107,1.3035714285714286,1.3333333333333333,6634,17,1,2,0,Equilibrados / All-Around (2)
Talonflame,78,81,71,74,69,126,155,140,1.125,1.5949367088607596,10920,7,2,3,0,Velocistas Ofensivos (1)
Scatterbug,38,35,40,27,25,35,62,65,0.8536585365853658,0.8974358974358975,2470,8,1,2,0,Equilibrados / All-Around (2)
Spewpa,45,22,60,27,30,29,49,90,0.36065573770491804,0.6304347826086957,4050,-5,1,2,0,Equilibrados / All-Around (2)
Vivillon,80,52,50,90,50,89,142,100,1.0196078431372548,1.0987654320987654,8000,-38,0,3,0,Equilibrados / All-Around (1)
Litleo,62,50,58,73,54,72,123,112,0.847457627118644,1.1428571428571428,6944,-23,1,3,0,Equilibrados / All-Around (2)
Pyroar,86,68,72,109,66,106,177,138,0.9315068493150684,1.2183908045977012,11868,-41,0,3,0,Equilibrados / All-Around (1)
Flabébé,44,38,39,61,79,42,99,118,0.95,0.9333333333333333,5192,-23,1,3,0,Equilibrados / All-Around (2)
Floette,54,45,47,75,98,52,120,145,0.9375,0.9454545454545454,7830,-30,1,3,0,Equilibrados / All-Around (2)
Florges,78,65,68,112,154,75,177,222,0.9420289855072463,0.9493670886075949,17316,-47,0,3,0,Equilibrados / All-Around (1)
Skiddo,66,65,48,62,57,52,127,105,1.3265306122448979,0.7761194029850746,6930,3,1,3,0,Equilibrados / All-Around (2)
Gogoat,123,100,62,97,81,68,197,143,1.5873015873015872,0.5483870967741935,17589,3,2,0,0,Velocistas Ofensivos (1)
Pancham,67,82,62,46,48,43,128,110,1.3015873015873016,0.6323529411764706,7370,36,1,2,0,Equilibrados / All-Around (2)
Pangoro,95,124,78,69,71,58,193,149,1.5696202531645569,0.6041666666666666,14155,55,2,1,0,Velocistas Ofensivos (1)
Furfrou,75,80,60,65,90,102,145,150,1.3114754098360655,1.3421052631578947,11250,15,2,3,0,Velocistas Ofensivos (1)
Espurr,62,48,54,63,60,68,111,114,0.8727272727272727,1.0793650793650793,7068,-15,1,3,0,Equilibrados / All-Around (2)
Meowstic,74,48,76,83,81,104,131,157,0.6233766233766234,1.3866666666666667,11618,-35,0,3,0,Equilibrados / All-Around (1)
Honedge,45,80,100,35,37,28,115,137,0.7920792079207921,0.6086956521739131,6165,45,1,2,0,Equilibrados / All-Around (2)
Doublade,59,110,150,45,49,35,155,199,0.7284768211920529,0.5833333333333334,11741,65,4,1,0,Equilibrados / All-Around (3)
Aegislash,60,50,140,50,140,60,100,280,0.3546099290780142,0.9836065573770492,16800,0,4,1,0,Equilibrados / All-Around (3)
Aegislash,60,140,50,140,50,60,280,100,2.7450980392156863,0.9836065573770492,6000,0,2,5,0,Velocistas Ofensivos (1)
Spritzee,78,52,60,63,65,23,115,125,0.8524590163934426,0.2911392405063291,9750,-11,1,2,0,Equilibrados / All-Around (2)
Aromatisse,101,72,72,99,89,29,171,161,0.9863013698630136,0.28431372549019607,16261,-27,0,0,0,Equilibrados / All-Around (1)
Swirlix,62,48,66,59,57,49,107,123,0.7164179104477612,0.7777777777777778,7626,-11,1,3,0,Equilibrados / All-Around (2)
Slurpuff,82,80,86,85,75,72,165,161,0.9195402298850575,0.8674698795180723,13202,-5,0,3,0,Equilibrados / All-Around (1)
Inkay,53,54,53,37,46,45,91,99,1.0,0.8333333333333334,5247,17,1,2,0,Equilibrados / All-Around (2)
Malamar,86,92,88,68,75,73,160,163,1.0337078651685394,0.8390804597701149,14018,24,4,1,0,Equilibrados / All-Around (3)
Binacle,42,52,67,39,56,50,91,123,0.7647058823529411,1.1627906976744187,5166,13,1,2,0,Equilibrados / All-Around (2)
Barbaracle,72,105,115,54,86,68,159,201,0.9051724137931034,0.9315068493150684,14472,51,4,1,0,Equilibrados / All-Around (3)
Skrelp,50,60,60,60,60,30,120,120,0.9836065573770492,0.5882352941176471,6000,0,1,2,0,Equilibrados / All-Around (2)
Dragalge,65,75,90,97,123,44,172,213,0.8241758241758241,0.6666666666666666,13845,-22,0,1,0,Equilibrados / All-Around (1)
Clauncher,50,53,62,58,63,44,111,125,0.8412698412698413,0.8627450980392157,6250,-5,1,2,0,Equilibrados / All-Around (2)
Clawitzer,71,73,88,120,89,59,193,177,0.8202247191011236,0.8194444444444444,12567,-47,0,0,0,Equilibrados / All-Around (1)
Helioptile,44,38,33,61,43,70,99,76,1.1176470588235294,1.5555555555555556,3344,-23,1,2,0,Equilibrados / All-Around (2)
Heliolisk,62,55,52,109,94,109,164,146,1.0377358490566038,1.7301587301587302,9052,-54,0,0,0,Equilibrados / All-Around (1)
Tyrunt,58,89,77,45,45,48,134,122,1.141025641025641,0.8135593220338984,7076,44,1,2,0,Equilibrados / All-Around (2)
Tyrantrum,82,121,119,69,59,71,190,178,1.0083333333333333,0.8554216867469879,14596,52,4,1,0,Equilibrados / All-Around (3)
Amaura,77,59,50,67,63,46,126,113,1.1568627450980393,0.5897435897435898,8701,-8,1,3,0,Equilibrados / All-Around (2)
Aurorus,123,77,72,99,92,58,176,164,1.0547945205479452,0.46774193548387094,20172,-22,0,0,0,Equilibrados / All-Around (1)
Sylveon,95,65,65,110,130,60,175,195,0.9848484848484849,0.625,18525,-45,0,3,0,Equilibrados / All-Around (1)
Hawlucha,78,92,75,74,63,118,166,138,1.2105263157894737,1.4936708860759493,10764,18,2,3,0,Velocistas Ofensivos (1)
Dedenne,67,58,57,81,67,101,139,124,1.0,1.4852941176470589,8308,-23,0,3,0,Equilibrados / All-Around (1)
Carbink,50,50,150,50,150,50,100,300,0.33112582781456956,0.9803921568627451,15000,0,4,1,0,Equilibrados / All-Around (3)
Goomy,45,50,35,55,75,40,105,110,1.3888888888888888,0.8695652173913043,4950,-5,1,2,0,Equilibrados / All-Around (2)
Sliggoo,68,75,53,83,113,60,158,166,1.3888888888888888,0.8695652173913043,11288,-8,0,3,0,Equilibrados / All-Around (1)
Goodra,90,100,70,110,150,80,210,220,1.408450704225352,0.8791208791208791,19800,-10,5,0,0,Tanques
Klefki,57,80,91,80,87,75,160,178,0.8695652173913043,1.293103448275862,10146,0,0,3,0,Equilibrados / All-Around (1)
Phantump,43,70,48,50,60,38,120,108,1.4285714285714286,0.8636363636363636,4644,20,1,2,0,Equilibrados / All-Around (2)
Trevenant,85,110,76,65,82,56,175,158,1.4285714285714286,0.6511627906976745,13430,45,2,1,0,Velocistas Ofensivos (1)
Pumpkaboo,49,66,70,44,55,51,110,125,0.9295774647887324,1.02,6125,22,1,2,0,Equilibrados / All-Around (2)
Pumpkaboo,44,66,70,44,55,56,110,125,0.9295774647887324,1.2444444444444445,5500,22,1,2,0,Equilibrados / All-Around (2)
Pumpkaboo,54,66,70,44,55,46,110,125,0.9295774647887324,0.8363636363636363,6750,22,1,2,0,Equilibrados / All-Around (2)
Pumpkaboo,59,66,70,44,55,41,110,125,0.9295774647887324,0.6833333333333333,7375,22,1,2,0,Equilibrados / All-Around (2)
Gourgeist,65,90,122,58,75,84,148,197,0.7317073170731707,1.2727272727272727,12805,32,4,1,0,Equilibrados / All-Around (3)
Gourgeist,55,85,122,58,75,99,143,197,0.6910569105691057,1.7678571428571428,10835,27,4,1,0,Equilibrados / All-Around (3)
Gourgeist,75,95,122,58,75,69,153,197,0.7723577235772358,0.9078947368421053,14775,37,4,1,0,Equilibrados / All-Around (3)
Gourgeist,85,100,122,58,75,54,158,197,0.8130081300813008,0.627906976744186,16745,42,4,1,0,Equilibrados / All-Around (3)
Bergmite,55,69,85,32,35,28,101,120,0.8023255813953488,0.5,6600,37,1,2,0,Equilibrados / All-Around (2)
Avalugg,95,117,184,44,46,28,161,230,0.6324324324324324,0.2916666666666667,21850,73,4,1,0,Equilibrados / All-Around (3)
Noibat,40,30,35,45,40,55,75,75,0.8333333333333334,1.3414634146341464,3000,-15,1,2,0,Equilibrados / All-Around (2)
Noivern,85,70,80,97,80,123,167,160,0.8641975308641975,1.430232558139535,13600,-27,0,3,0,Equilibrados / All-Around (1)
Xerneas,126,131,95,131,98,99,262,193,1.3645833333333333,0.7795275590551181,24318,0,5,0,0,Tanques
Zygarde50% Forme,108,100,121,81,95,95,181,216,0.819672131147541,0.8715596330275229,23328,19,4,1,0,Equilibrados / All-Around (3)
Diancie,50,100,150,100,150,50,200,300,0.6622516556291391,0.9803921568627451,15000,0,4,1,0,Equilibrados / All-Around (3)
Diancie,50,160,110,160,110,110,320,220,1.4414414414414414,2.156862745098039,11000,0,5,0,0,Tanques
Hoopa,80,110,60,150,130,70,260,190,1.8032786885245902,0.8641975308641975,15200,-40,5,0,0,Tanques
Hoopa,80,160,60,170,130,80,330,190,2.622950819672131,0.9876543209876543,15200,-10,5,0,-1,Tanques
Volcanion,80,110,120,130,90,70,240,210,0.9090909090909091,0.8641975308641975,16800,-20,5,0,0,Tanques
Raticate,75,71,70,40,80,77,111,150,1.0,1.013157894736842,11250,31,1,3,0,Equilibrados / All-Around (2)
Pikachu,45,80,50,75,60,120,155,110,1.5686274509803921,2.608695652173913,4950,5,2,3,0,Velocistas Ofensivos (1)
Raichu,60,85,50,95,85,110,180,135,1.6666666666666667,1.8032786885245902,8100,-10,2,3,0,Velocistas Ofensivos (1)
Sandshrew,50,75,90,10,35,40,85,125,0.8241758241758241,0.7843137254901961,6250,65,1,2,0,Equilibrados / All-Around (2)
Sandslash,75,100,120,25,65,65,125,185,0.8264462809917356,0.8552631578947368,13875,75,4,1,0,Equilibrados / All-Around (3)
Ninetales,73,67,75,81,100,109,148,175,0.881578947368421,1.472972972972973,12775,-14,0,3,0,Equilibrados / All-Around (1)
Diglett,10,55,30,35,45,90,90,75,1.7741935483870968,8.181818181818182,750,20,3,4,-1,Velocistas Ofensivos (2)
Dugtrio,35,100,60,50,70,110,150,130,1.639344262295082,3.0555555555555554,4550,50,2,5,0,Velocistas Ofensivos (1)
Meowth,40,35,35,50,40,90,85,75,0.9722222222222222,2.1951219512195124,3000,-15,1,2,0,Equilibrados / All-Around (2)
Persian,65,60,60,75,65,115,135,125,0.9836065573770492,1.7424242424242424,8125,-15,0,3,0,Equilibrados / All-Around (1)
Exeggutor,95,105,85,125,75,45,230,160,1.2209302325581395,0.46875,15200,-20,0,0,0,Equilibrados / All-Around (1)
Eevee,65,75,70,65,85,75,140,155,1.056338028169014,1.1363636363636365,10075,10,0,3,0,Equilibrados / All-Around (1)
Greninja,72,145,67,153,71,132,298,138,2.1323529411764706,1.8082191780821917,9936,-8,2,5,0,Velocistas Ofensivos (1)
Zygarde10% Forme,54,100,71,61,85,115,161,156,1.3888888888888888,2.090909090909091,8424,39,2,5,0,Velocistas Ofensivos (1)
Zygarde,216,100,121,91,95,85,191,216,0.819672131147541,0.391705069124424,46656,9,5,0,-1,Tanques
Rowlet,68,55,55,50,50,42,105,105,0.9821428571428571,0.6086956521739131,7140,5,1,2,0,Equilibrados / All-Around (2)
Dartrix,78,75,75,70,70,52,145,145,0.9868421052631579,0.6582278481012658,11310,5,4,1,0,Equilibrados / All-Around (3)
Decidueye,78,107,75,100,100,70,207,175,1.4078947368421053,0.8860759493670886,13650,7,2,0,0,Velocistas Ofensivos (1)
Litten,45,65,40,60,40,70,125,80,1.5853658536585367,1.5217391304347827,3600,5,1,3,0,Equilibrados / All-Around (2)
Torracat,65,85,50,80,50,90,165,100,1.6666666666666667,1.3636363636363635,6500,5,2,3,0,Velocistas Ofensivos (1)
Incineroar,95,115,90,80,90,60,195,180,1.2637362637362637,0.625,17100,35,4,1,0,Equilibrados / All-Around (3)
Popplio,50,54,54,66,56,40,120,110,0.9818181818181818,0.7843137254901961,5500,-12,1,2,0,Equilibrados / All-Around (2)
Brionne,60,69,69,91,81,50,160,150,0.9857142857142858,0.819672131147541,9000,-22,0,3,0,Equilibrados / All-Around (1)
Primarina,80,74,74,126,116,60,200,190,0.9866666666666667,0.7407407407407407,15200,-52,0,0,0,Equilibrados / All-Around (1)
Pikipek,35,75,30,30,30,65,105,60,2.4193548387096775,1.8055555555555556,2100,45,1,2,0,Equilibrados / All-Around (2)
Trumbeak,55,85,50,40,50,75,125,100,1.6666666666666667,1.3392857142857142,5500,45,1,2,0,Equilibrados / All-Around (2)
Toucannon,80,120,75,75,75,60,195,150,1.5789473684210527,0.7407407407407407,12000,45,2,1,0,Velocistas Ofensivos (1)
Yungoos,48,70,30,30,30,45,100,60,2.2580645161290325,0.9183673469387755,2880,40,1,2,0,Equilibrados / All-Around (2)
Gumshoos,88,110,60,55,60,45,165,120,1.8032786885245902,0.5056179775280899,10560,55,2,1,0,Velocistas Ofensivos (1)
Grubbin,47,62,45,55,45,46,117,90,1.3478260869565217,0.9583333333333334,4230,7,1,2,0,Equilibrados / All-Around (2)
Charjabug,57,82,95,55,75,36,137,170,0.8541666666666666,0.6206896551724138,9690,27,4,1,0,Equilibrados / All-Around (3)
Vikavolt,77,70,90,145,75,43,215,165,0.7692307692307693,0.5512820512820513,12705,-75,0,0,0,Equilibrados / All-Around (1)
Crabrawler,47,82,57,42,47,63,124,104,1.4137931034482758,1.3125,4888,40,1,2,0,Equilibrados / All-Around (2)
Crabominable,97,132,77,62,67,43,194,144,1.6923076923076923,0.4387755102040816,13968,70,2,1,0,Velocistas Ofensivos (1)
Oricorio,75,70,70,98,70,93,168,140,0.9859154929577465,1.2236842105263157,10500,-28,0,3,0,Equilibrados / All-Around (1)
Cutiefly,40,45,40,55,40,84,100,80,1.0975609756097562,2.048780487804878,3200,-10,1,2,0,Equilibrados / All-Around (2)
Ribombee,60,55,60,95,70,124,150,130,0.9016393442622951,2.0327868852459017,7800,-40,0,3,0,Equilibrados / All-Around (1)
Rockruff,45,65,40,30,40,60,95,80,1.5853658536585367,1.3043478260869565,3600,35,1,2,0,Equilibrados / All-Around (2)
Lycanroc,75,115,65,55,65,112,170,130,1.7424242424242424,1.4736842105263157,9750,60,2,5,0,Velocistas Ofensivos (1)
Lycanroc,85,115,75,55,75,82,170,150,1.513157894736842,0.9534883720930233,12750,60,2,1,0,Velocistas Ofensivos (1)
Lycanroc,75,117,65,55,65,110,172,130,1.7727272727272727,1.4473684210526316,9750,62,2,5,0,Velocistas Ofensivos (1)
Wishiwashi,45,20,20,25,25,40,45,45,0.9523809523809523,0.8695652173913043,2025,-5,1,2,0,Equilibrados / All-Around (2)
Wishiwashi,45,140,130,140,135,30,280,265,1.0687022900763359,0.6521739130434783,11925,0,5,0,0,Tanques
Mareanie,50,53,62,43,52,45,96,114,0.8412698412698413,0.8823529411764706,5700,10,1,2,0,Equilibrados / All-Around (2)
Toxapex,50,63,152,53,142,35,116,294,0.4117647058823529,0.6862745098039216,14700,10,4,1,0,Equilibrados / All-Around (3)
Mudbray,70,100,70,45,55,45,145,125,1.408450704225352,0.6338028169014085,8750,55,2,1,0,Velocistas Ofensivos (1)
Mudsdale,100,125,100,55,85,35,180,185,1.2376237623762376,0.3465346534653465,18500,70,4,1,0,Equilibrados / All-Around (3)
Dewpider,38,40,52,40,72,27,80,124,0.7547169811320755,0.6923076923076923,4712,0,1,2,0,Equilibrados / All-Around (2)
Araquanid,68,70,92,50,132,42,120,224,0.7526881720430108,0.6086956521739131,15232,20,4,1,0,Equilibrados / All-Around (3)
Fomantis,40,55,35,50,35,35,105,70,1.5277777777777777,0.8536585365853658,2800,5,1,2,0,Equilibrados / All-Around (2)
Lurantis,70,105,90,80,90,45,185,180,1.1538461538461537,0.6338028169014085,12600,25,4,1,0,Equilibrados / All-Around (3)
Morelull,40,35,55,65,75,15,100,130,0.625,0.36585365853658536,5200,-30,1,2,0,Equilibrados / All-Around (2)
Shiinotic,60,45,80,90,100,30,135,180,0.5555555555555556,0.4918032786885246,10800,-45,0,1,0,Equilibrados / All-Around (1)
Salandit,48,44,40,71,40,77,115,80,1.0731707317073171,1.5714285714285714,3840,-27,1,2,0,Equilibrados / All-Around (2)
Salazzle,68,64,60,111,60,117,175,120,1.0491803278688525,1.6956521739130435,8160,-47,0,3,0,Equilibrados / All-Around (1)
Stufful,70,75,50,45,50,50,120,100,1.4705882352941178,0.704225352112676,7000,30,1,2,0,Equilibrados / All-Around (2)
Bewear,120,125,80,55,60,60,180,140,1.5432098765432098,0.49586776859504134,16800,70,2,1,0,Velocistas Ofensivos (1)
Bounsweet,42,30,38,30,38,32,60,76,0.7692307692307693,0.7441860465116279,3192,0,1,2,0,Equilibrados / All-Around (2)
Steenee,52,40,48,40,48,62,80,96,0.8163265306122449,1.169811320754717,4992,0,1,2,0,Equilibrados / All-Around (2)
Tsareena,72,120,98,50,98,72,170,196,1.2121212121212122,0.9863013698630136,14112,70,4,1,0,Equilibrados / All-Around (3)
Comfey,51,52,90,82,110,100,134,200,0.5714285714285714,1.9230769230769231,10200,-30,0,3,0,Equilibrados / All-Around (1)
Oranguru,90,60,80,90,110,60,150,190,0.7407407407407407,0.6593406593406593,17100,-30,0,3,0,Equilibrados / All-Around (1)
Passimian,100,120,90,40,60,80,160,150,1.3186813186813187,0.7920792079207921,15000,80,2,1,0,Velocistas Ofensivos (1)
Wimpod,25,35,40,20,30,80,55,70,0.8536585365853658,3.076923076923077,1750,15,1,2,0,Equilibrados / All-Around (2)
Golisopod,75,125,140,60,90,40,185,230,0.8865248226950354,0.5263157894736842,17250,65,4,1,0,Equilibrados / All-Around (3)
Sandygast,55,55,80,70,45,15,125,125,0.6790123456790124,0.26785714285714285,6875,-15,1,2,0,Equilibrados / All-Around (2)
Palossand,85,75,110,100,75,35,175,185,0.6756756756756757,0.4069767441860465,15725,-25,4,1,0,Equilibrados / All-Around (3)
Pyukumuku,55,60,130,30,130,5,90,260,0.4580152671755725,0.08928571428571429,14300,30,4,1,0,Equilibrados / All-Around (3)
Type: Null,95,95,95,95,95,59,190,190,0.9895833333333334,0.6145833333333334,18050,0,4,1,0,Equilibrados / All-Around (3)
Silvally,95,95,95,95,95,95,190,190,0.9895833333333334,0.9895833333333334,18050,0,0,0,0,Equilibrados / All-Around (1)
Minior,60,60,100,60,100,60,120,200,0.594059405940594,0.9836065573770492,12000,0,4,1,0,Equilibrados / All-Around (3)
Minior,60,100,60,100,60,120,200,120,1.639344262295082,1.9672131147540983,7200,0,2,3,0,Velocistas Ofensivos (1)
Komala,65,115,65,75,95,65,190,160,1.7424242424242424,0.9848484848484849,10400,40,2,1,0,Velocistas Ofensivos (1)
Turtonator,60,78,135,91,85,36,169,220,0.5735294117647058,0.5901639344262295,13200,-13,4,1,0,Equilibrados / All-Around (3)
Togedemaru,65,98,63,40,73,96,138,136,1.53125,1.4545454545454546,8840,58,2,5,0,Velocistas Ofensivos (1)
Mimikyu,55,90,80,50,105,96,140,185,1.1111111111111112,1.7142857142857142,10175,40,2,1,0,Velocistas Ofensivos (1)
Bruxish,68,105,70,70,70,92,175,140,1.4788732394366197,1.3333333333333333,9520,35,2,1,0,Velocistas Ofensivos (1)
Drampa,78,60,85,135,91,36,195,176,0.6976744186046512,0.45569620253164556,13728,-75,0,0,0,Equilibrados / All-Around (1)
